,F0,F1,F2,F3,F4
1225,1.5892,2.3425,0.3728,1.2434,1.6748
1226,1.031,1.1497,2.7197,1.1836,0.5431
1227,2.5135,1.6657,0.3319,1.4799,2.5371
1228,0.2756,2.5864,1.8893,0.0892,0.5737
1229,1.7929,0.9092,0.5218,0.3334,1.9403
1230,2.4897,1.8369,1.0707,0.6807,1.5441
1231,2.6977,0.7622,1.7784,1.3298,2.3358
1232,0.4706,1.3269,3.0203,2.2713,0.7899
1233,2.7005,0.3899,0.7293,1.087,0.3002
1234,2.5996,3.1424,0.0701,0.9643,0.5918
1235,2.0464,2.4409,0.5759,0.7961,0.8346
1236,0.1491,0.204,0.1959,1.1506,2.7645
1237,0.1192,2.2406,0.5056,3.1682,3.177
1238,2.6148,2.5705,0.1259,2.3847,1.7436
1239,1.209,1.2079,0.9061,1.298,1.0335
1240,2.9361,2.1035,2.4619,1.6789,0.2309
1241,0.4976,0.9769,0.9312,0.3019,2.4516
1242,1.5261,3.1877,1.7539,0.4633,1.0138
1243,1.3587,1.8763,2.6522,2.8152,0.83
1244,0.1256,3.0758,0.4567,0.5429,2.2974
1245,2.0213,1.5691,1.6228,2.4826,0.5892
1246,2.6524,0.4002,2.6462,1.2405,2.5918
1247,2.6946,1.1224,1.0272,1.7246,2.7863
1248,2.8728,0.6186,0.5486,1.7158,3.1749
1249,0.692,1.2025,3.025,2.8856,1.7688
1250,2.6205,1.9087,0.065,0.9875,1.0623
1251,1.7155,2.2181,1.358,2.1538,3.0059
1252,1.0678,2.3673,2.0393,2.9282,3.1053
1253,1.7325,0.9378,0.9186,0.8949,1.7844
1254,2.0524,2.1987,1.8375,2.3727,1.7195
1255,0.3717,0.6818,3.1498,1.5302,1.7187
1256,2.9002,2.4282,2.6289,2.2088,1.8461
1257,0.2719,1.3979,2.6384,2.602,2.9311
1258,1.9181,0.0374,0.078,1.5465,0.3296
1259,0.8812,3.1078,2.5816,2.7535,2.8082
1260,1.1056,0.7191,2.6535,1.5577,0.7567
1261,0.1226,2.1403,2.7405,2.0539,1.4485
1262,1.9351,3.274,2.6626,1.8501,0.9876
1263,2.5934,0.5291,0.3272,0.5637,2.2781
1264,0.2425,3.0593,1.539,1.1996,0.3793
1265,1.8384,1.4398,0.0388,2.2325,3.2261
1266,1.0163,1.2815,1.2166,1.7195,3.2527
1267,0.9016,1.1726,1.5937,1.0869,1.7053
1268,0.1418,2.0073,2.8573,0.7993,0.0678
1269,2.6503,3.0339,0.3063,0.3985,2.2355
1270,3.0431,0.0668,0.1322,2.6598,1.163
1271,1.3096,1.3649,1.8237,2.4689,0.8032
1272,1.0649,0.7078,1.7696,1.088,2.9412
1273,1.7271,0.3408,1.3625,0.0595,0.3317
1274,1.7487,2.085,1.7586,1.2454,0.6816
1275,2.7793,2.7227,0.6602,2.1324,1.863
1276,1.0805,1.1028,0.7318,2.621,3.2246
1277,0.931,0.4075,3.1475,0.4096,2.8887
1278,0.4168,2.8481,0.1944,1.1904,3.1466
1279,2.7869,0.2612,1.5754,1.168,3.1366
1280,2.0413,2.3824,1.0339,1.6692,1.8521
1281,1.067,2.3937,0.1826,2.5637,0.0985
1282,0.8614,1.0487,0.0651,2.8907,0.5989
1283,1.1493,0.4044,0.4405,2.5802,0.8201
1284,1.2261,3.1231,2.9405,2.904,1.1809
1285,0.1804,2.6785,2.2933,3.0927,2.747
1286,1.007,2.5418,1.3034,3.2067,2.6493
1287,2.6233,0.082,2.3573,0.1131,2.9164
1288,1.4135,0.5575,1.3264,3.0006,1.7523
1289,0.4561,0.3775,1.6754,1.0769,1.3949
1290,1.0714,1.7971,2.3627,2.2088,3.1346
1291,1.8908,2.2817,1.2167,0.2535,2.5472
1292,0.0654,0.0851,3.0204,0.8645,1.1018
1293,0.7819,3.2692,0.9904,2.2915,2.973
1294,1.9657,3.0831,2.2008,0.5022,1.2505
1295,0.0838,2.5198,0.627,2.0456,2.4651
1296,0.2202,2.2545,0.322,1.7157,1.17
1297,1.1898,1.3627,0.9116,0.864,0.6124
1298,2.4654,2.7391,1.0351,0.238,1.7945
1299,0.4194,1.9352,0.8449,0.2522,2.2919
1300,0.4961,3.2629,2.2719,1.9199,1.3781
1301,2.7925,3.1347,2.8246,0.6629,1.2286
1302,1.7063,1.3479,3.1455,3.2575,1.0737
1303,2.6064,1.133,0.8618,2.0334,0.912
1304,0.249,2.4181,2.4345,0.4449,0.3041
1305,3.2133,0.0865,0.4691,1.0519,2.7249
1306,0.4518,3.2112,2.0656,3.0919,1.0734
1307,2.5763,0.9905,2.5383,1.4361,0.9144
1308,0.2259,0.1805,1.1569,0.8957,2.6851
1309,0.6183,0.5229,3.1195,2.7131,2.7342
1310,1.1314,3.1272,0.5882,0.3094,2.7383
1311,0.8162,0.5967,0.4027,0.1683,1.9748
1312,1.9882,3.1675,0.385,0.852,2.2523
1313,3.0732,1.4819,1.8315,0.7742,2.8566
1314,0.0964,3.0686,0.0523,1.8886,1.2996
1315,2.9193,2.1546,2.9883,2.5691,2.8399
1316,2.8309,0.077,0.5276,1.2765,2.6586
1317,0.6266,0.3954,3.2722,1.2813,1.8364
1318,1.5852,3.0569,1.5075,1.3394,0.0352
1319,2.5223,3.186,0.514,1.1568,2.082
1320,2.5789,0.2793,2.6451,3.225,1.1334
1321,1.7002,0.6062,0.0629,2.0379,0.6183
1322,0.9676,2.2753,2.3737,1.8329,3.1405
1323,2.3359,2.253,0.1474,1.9096,0.903
1324,2.6012,0.729,2.8556,1.6896,0.3994
1325,2.7146,0.9103,2.1517,0.0672,2.8978
1326,2.8057,0.5922,1.7014,0.4193,0.8159
1327,1.1785,1.8127,1.0584,0.8027,1.4313
1328,0.3204,2.439,1.8973,2.7893,2.9765
1329,2.3611,1.893,1.4213,2.7607,1.3358
1330,1.6415,0.4942,0.927,2.1456,2.2781
1331,2.7184,1.6505,1.011,0.0774,0.5144
1332,2.153,1.1486,0.3532,2.0483,0.98
1333,1.5379,2.8437,0.6047,0.1149,1.8653
1334,0.8764,2.8746,0.1229,1.8163,2.0069
1335,0.05,2.5537,1.7259,1.9819,1.9424
1336,2.4533,1.3401,2.4789,2.4056,0.7354
1337,2.057,2.3581,1.6495,2.9143,0.8951
1338,0.9315,3.2318,2.8478,2.2073,0.4678
1339,1.6392,0.5645,3.1857,2.9213,1.2289
1340,0.5506,1.1731,2.4167,3.143,0.2886
1341,0.8462,2.6258,2.6845,2.6794,0.6056
1342,2.5624,1.3847,0.1091,3.199,0.6694
1343,0.3347,1.3031,3.2624,1.1255,1.9314
1344,0.1729,0.7658,1.9493,2.3299,1.7322
1345,2.5825,1.0207,0.3109,0.8387,0.0781
1346,2.3928,1.767,2.2474,1.1491,0.214
1347,0.1329,1.9326,2.6719,1.4484,1.2507
1348,1.0887,1.0561,0.8103,2.9544,2.6424
1349,1.6055,1.7621,0.4951,2.2639,1.5804
1350,0.3248,1.0241,0.7796,1.7818,1.7813
1351,2.3921,3.0242,2.1448,0.9173,0.6171
1352,2.6268,3.0718,2.1496,3.0804,2.671
1353,1.9243,1.7703,2.0185,2.6625,2.5147
1354,2.4451,2.2335,1.103,0.7197,2.7218
1355,0.6486,1.1722,1.6459,0.9057,1.9394
1356,2.6908,1.0574,0.3864,2.7976,2.3552
1357,3.2266,3.1469,1.6355,2.5937,2.5222
1358,3.0407,0.0446,1.5418,0.4686,3.0822
1359,0.4184,1.6783,1.6408,0.0542,2.6262
1360,2.0984,2.2239,0.601,1.7514,0.6978
1361,2.0436,3.1267,1.28,2.233,2.8044
1362,1.431,2.2718,0.6557,1.599,2.5722
1363,1.725,2.1552,3.1352,0.7099,2.4849
1364,1.138,1.0339,0.6533,0.3589,1.3505
1365,1.5168,0.8233,0.9362,3.1001,0.9392
1366,1.1871,2.7461,0.0433,0.8897,2.8554
1367,0.0596,2.7534,3.2067,2.6664,2.8382
1368,1.4505,3.0481,1.5636,1.4341,1.1825
1369,0.2742,1.1075,0.11,0.3667,0.8522
1370,1.5684,0.4508,2.6394,2.9886,2.0583
1371,2.496,0.4144,2.4168,0.5914,1.1361
1372,0.1282,0.0293,0.2808,2.3934,0.5598
1373,3.0165,2.5113,1.3495,1.787,1.8981
1374,0.838,2.6831,3.2307,2.9921,1.1574
1375,3.2559,3.1934,1.1626,1.5242,0.7215
1376,2.2465,1.1613,0.8819,0.9764,2.5638
1377,0.3821,1.9254,2.7056,1.1636,3.0976
1378,1.6257,2.411,0.6793,2.2018,2.5838
1379,0.6428,2.3944,1.3536,0.1845,2.984
1380,2.6745,2.4188,1.6061,1.3777,1.1515
1381,0.0132,2.9834,2.071,1.3749,2.8688
1382,1.9553,1.9152,2.3644,1.3533,1.0459
1383,2.9173,0.819,0.3058,0.5659,1.5618
1384,2.7028,2.2217,0.3201,1.1268,0.8548
1385,0.6867,1.9178,0.2911,1.7668,0.8059
1386,1.4271,0.7949,1.1811,0.8083,2.6143
1387,0.1759,2.1047,3.0689,1.8946,1.5286
1388,2.5037,1.115,2.0319,1.3151,2.4826
1389,1.2616,0.0397,3.045,2.3383,1.5069
1390,2.8945,0.7681,0.4614,1.1558,3.2558
1391,0.5361,0.4717,0.755,1.381,1.3075
1392,2.194,1.8588,2.2377,0.8487,0.7021
1393,1.8436,0.2447,1.838,1.7833,0.7876
1394,3.0817,1.0511,1.6228,0.9471,2.184
1395,2.8342,0.3709,0.0687,0.6584,2.8464
1396,1.6687,0.0964,1.8088,0.9413,0.0511
1397,0.4444,0.6512,2.9165,2.4954,0.1589
1398,1.6335,0.7001,0.4173,1.3929,0.8737
1399,0.8622,0.497,2.4559,2.8006,0.9053
1400,2.4822,1.6477,0.9879,0.1865,0.231
1401,1.5194,1.7555,2.5258,2.8748,0.4135
1402,2.3819,1.3642,1.6135,1.6404,0.8466
1403,2.7596,1.148,1.6845,3.1951,0.6041
1404,1.9476,0.8899,1.9876,3.146,3.1084
1405,0.3387,0.8898,0.2603,3.1525,0.5381
1406,0.2781,0.6158,2.9579,1.0133,0.2279
1407,0.0246,2.1651,3.1338,0.4878,0.9754
1408,2.3914,2.146,0.53,3.1339,2.104
1409,2.1744,0.1959,1.3548,1.7938,1.9503
1410,3.1391,2.0759,0.8454,1.6612,2.1816
1411,0.833,1.2808,2.5341,1.3822,0.2251
1412,2.7949,2.1619,2.371,1.4553,3.1204
1413,0.9376,1.9026,1.363,2.1408,1.6759
1414,3.0143,3.0104,1.3147,1.7883,2.4563
1415,3.1446,2.7081,2.7985,2.9121,3.0407
1416,2.3141,2.4839,2.5517,0.8395,1.6431
1417,2.461,0.7351,2.375,3.0818,0.6822
1418,2.0288,1.9979,0.323,2.3995,1.9158
1419,2.6268,3.2011,0.1348,1.3371,0.4577
1420,2.5711,2.5851,2.7425,2.5604,1.2106
1421,0.679,2.9487,1.7914,3.2369,1.1511
1422,0.9529,0.4525,2.1145,1.348,1.4584
1423,2.6262,1.4633,1.6968,1.4486,0.9246
1424,2.1626,3.2317,1.1436,0.6889,1.1653
1425,1.7291,3.1733,2.8073,2.2757,2.524
1426,2.9266,1.2799,0.3145,0.9001,2.2591
1427,3.2494,1.4113,2.6851,0.0702,1.1575
1428,3.0476,0.4289,0.8183,2.97,2.8354
1429,0.9511,0.9897,0.7282,2.6463,2.8718
1430,2.8492,1.3893,0.3936,2.6027,1.5081
1431,2.3236,2.7411,1.5409,2.7364,1.641
1432,2.598,2.7134,0.4124,2.9571,1.3815
1433,1.2549,1.531,0.8266,1.8816,2.312
1434,1.7527,0.9993,1.581,2.5598,0.0261
1435,1.681,1.7351,0.8031,1.4589,1.2392
1436,0.8055,2.9805,0.03,1.708,2.6286
1437,0.768,0.1101,2.2008,1.7009,1.9209
1438,0.2875,0.2455,0.4873,0.226,2.0985
1439,2.3849,2.3079,0.1839,2.0546,0.4086
1440,2.9821,3.1503,2.6025,0.3992,2.6246
1441,2.1931,0.0242,0.0666,1.1355,1.4168
1442,0.8083,2.7519,0.0516,1.0567,0.9724
1443,2.0027,1.2479,1.5225,2.7311,3.1821
1444,1.5714,3.1974,0.9226,3.1807,2.0146
1445,1.2747,1.278,3.2032,3.1727,2.1682
1446,1.6779,3.228,0.8754,3.1826,2.4475
1447,0.4817,0.0834,2.679,2.5735,1.5404
1448,2.6064,0.4217,2.7708,0.7784,2.8023
1449,0.2521,2.8239,1.019,2.1469,2.4188
1450,0.1735,1.689,1.1593,0.8789,1.3623
1451,1.5181,0.9733,0.0309,0.6093,1.1524
1452,1.7858,2.2355,2.3838,0.3831,0.6064
1453,0.4226,1.9348,1.478,1.0334,1.1156
1454,0.7166,1.7026,1.9635,1.5508,2.7267
1455,2.8678,3.0084,2.8472,1.8378,0.0121
1456,1.9209,0.0387,3.1234,0.2417,1.9019
1457,0.0297,0.5397,2.2615,2.9357,0.5063
1458,2.2136,2.4912,1.4094,0.5302,2.3048
1459,1.8121,2.1978,0.5589,0.7307,1.8917
1460,2.9386,2.4859,2.8721,0.7041,0.7115
1461,0.7522,2.1396,0.0224,2.9832,0.9562
1462,0.5526,1.2746,0.7594,2.1576,2.013
1463,2.6709,1.6971,0.8904,1.1874,2.3511
1464,0.4859,0.3506,1.1365,2.5715,3.2198
1465,3.1351,2.5779,1.6874,0.2993,1.0884
1466,2.9769,2.5752,2.7148,1.9513,1.1522
1467,0.15,2.7837,1.2254,0.8546,3.0094
1468,2.9675,0.6116,1.6463,2.5786,2.007
1469,0.7909,0.8827,1.763,0.5489,3.2496
1470,1.9095,1.7191,1.9311,1.9549,2.7949
1471,0.7815,2.796,1.3433,2.071,1.6512
1472,1.4776,1.9663,0.6161,2.3916,1.4826
1473,2.8637,0.6871,1.0105,2.5106,1.3629
1474,3.2539,1.5144,0.5184,0.2797,2.5593
1475,0.536,0.0364,1.8193,0.2825,0.7639
1476,0.7641,0.2454,3.2706,1.6322,2.7685
1477,2.8357,2.2296,0.9546,1.4434,0.3199
1478,1.0372,3.1249,2.6527,0.7172,2.3701
1479,0.5287,2.3593,1.1951,2.3597,1.7393
1480,3.0868,0.7904,3.0959,1.1419,0.4604
1481,1.8102,1.3169,0.4407,2.6932,1.3758
1482,3.2531,0.6297,1.4051,3.1009,0.0512
1483,1.8352,0.1254,1.7522,2.7254,1.1229
1484,0.6791,1.7496,2.4598,0.1017,1.0986
1485,1.0751,1.8042,0.7927,2.9409,2.6996
1486,0.7712,2.2078,0.3861,0.6314,0.6287
1487,2.3554,1.8236,0.9484,2.491,2.0195
1488,3.0242,0.7213,2.5132,0.1152,1.0877
1489,3.2671,2.2704,3.1895,1.3505,1.973
1490,0.5524,2.5793,1.3938,0.5477,0.1898
1491,2.2792,1.2906,1.2868,2.7873,1.3307
1492,0.6441,1.8065,1.6918,3.1484,2.7096
1493,2.478,2.7633,1.5351,1.2981,1.0361
1494,1.9309,1.7318,0.6635,2.6111,1.2813
1495,1.7697,1.045,2.5716,1.7824,1.9794
1496,3.026,0.1339,2.821,0.0473,2.693
1497,2.6224,2.125,0.3148,2.6783,2.7523
1498,1.1583,1.1191,0.2726,0.9351,0.8648
1499,0.6945,3.2632,2.7658,1.9392,0.9675
1500,3.2304,2.8391,2.6061,2.0651,2.4915
1501,1.8088,2.2794,1.731,1.1749,0.089
1502,1.272,0.2687,1.9325,2.6097,3.2577
1503,0.4048,1.1656,0.8969,1.2986,2.4186
1504,0.2525,1.3011,2.8332,0.7078,0.95
1505,1.6966,3.0999,1.4409,1.0484,0.0157
1506,1.0745,0.3537,2.8283,0.8597,2.3536
1507,1.0088,0.3023,2.0103,1.5563,3.1784
1508,0.4945,2.7714,0.6789,0.0805,2.1245
1509,2.5167,0.9622,2.7262,2.1177,0.2976
1510,2.545,1.6193,0.0612,1.0416,1.936
1511,0.6937,0.9278,1.2334,0.1651,0.1236
1512,1.6242,0.1531,0.7301,0.4901,2.2143
1513,0.1403,0.8157,3.2193,0.26,1.1051
1514,0.6373,1.22,0.4141,1.1744,1.9955
1515,0.3719,0.446,2.6557,2.508,2.795
1516,1.4205,1.1721,2.8362,2.1192,1.4778
1517,1.5802,2.4483,0.0619,1.4263,2.2872
1518,1.3407,1.2963,2.675,2.3722,0.2012
1519,0.5449,2.8179,0.9351,1.7123,2.2044
1520,2.1123,2.2523,1.8408,2.5557,1.8141
1521,3.2171,0.2692,0.388,0.0226,2.6935
1522,2.4676,1.077,1.6693,0.0246,1.9749
1523,0.2153,2.1649,0.9969,1.4719,0.6712
1524,0.3817,2.1219,2.4679,1.2853,3.1147
1525,0.5669,3.1616,1.0872,0.2982,1.5436
1526,2.7026,2.4987,0.8932,1.6016,3.1208
1527,1.1241,2.8262,0.4597,3.2351,1.1085
1528,2.3526,2.7224,0.2113,1.3174,1.6635
1529,0.0945,2.3163,0.1071,2.1,1.8445
1530,2.8699,3.127,0.9807,2.2694,0.7192
1531,0.9274,0.505,0.3236,0.3542,1.6351
1532,1.3063,0.6966,0.3174,1.3898,0.415
1533,0.3083,1.7341,3.2503,0.1422,2.7495
1534,2.695,2.5952,0.0497,0.2383,2.7895
1535,1.53,3.1446,1.3214,2.1375,2.0643
1536,0.0428,2.2235,2.7706,1.6902,1.6602
1537,1.1174,3.2625,0.2507,0.0706,0.5176
1538,2.8908,2.8987,2.6486,2.688,0.6816
1539,3.0819,3.0632,2.3194,2.6037,2.6113
1540,2.5225,2.2186,2.4339,0.1573,1.7403
1541,2.1287,1.8727,1.8811,2.1685,1.3524
1542,2.7389,2.545,1.2609,2.6134,2.4957
1543,0.023,1.9266,0.765,2.0762,1.3719
1544,1.0024,3.2651,1.0686,2.2981,0.915
1545,2.9928,1.0068,0.4653,1.8552,0.2435
1546,2.9947,0.9448,2.4549,1.9537,3.0159
1547,2.1137,0.0857,1.7365,2.9715,0.4022
1548,1.2644,2.1862,1.7401,1.9238,2.1727
1549,2.5204,2.1198,1.2505,0.4258,1.1775
1550,1.0108,3.2112,2.6542,2.3637,1.5659
1551,1.8075,2.708,2.8262,2.7207,0.7397
1552,0.7406,3.2429,1.996,1.6177,2.257
1553,3.1247,1.1859,0.1226,3.0926,0.076
1554,1.0154,2.4324,1.9991,2.9482,2.2521
1555,2.6542,0.1037,0.7322,0.2085,2.7484
1556,1.4538,2.2481,2.1987,0.8429,1.1268
1557,0.9262,1.997,2.6913,1.0524,2.549
1558,0.2244,1.6744,0.5972,1.6827,3.1477
1559,0.5995,0.8905,3.1756,2.6206,1.9592
1560,2.0689,0.5834,2.7988,0.8457,0.3553
1561,0.844,0.3807,2.8244,3.115,1.0979
1562,3.2156,0.3494,0.0967,0.5209,0.632
1563,0.0997,0.0322,0.2667,3.2101,0.0651
1564,1.8222,3.2402,0.3803,0.1367,0.3021
1565,0.9677,1.5953,2.5513,2.2059,0.2424
1566,2.3065,0.6537,0.7565,1.0806,2.3311
1567,2.794,2.9922,0.1784,2.0724,1.5803
1568,3.2227,0.8872,2.1371,0.2125,2.6086
1569,1.9134,2.0901,1.2477,1.2605,1.0959
1570,2.5781,1.3092,0.5616,0.7404,2.7849
1571,1.501,1.1448,1.3322,1.1144,2.7168
1572,0.4164,1.4991,3.0765,1.8564,1.635
1573,1.8447,1.1658,3.2514,0.2069,1.0972
1574,3.0718,1.5435,2.9428,2.2518,0.4842
1575,2.4783,0.0244,2.6763,2.7105,1.9705
1576,2.3672,0.1358,1.3146,1.8491,0.8827
1577,0.0955,3.2148,1.3114,3.0179,2.343
1578,2.9719,2.2039,0.3277,0.8244,0.5716
1579,0.5774,2.11,2.9051,2.2149,2.9238
1580,2.3805,1.56,2.3139,3.1955,1.9737
1581,2.8398,0.71,1.4079,2.2369,2.3081
1582,0.0054,0.7269,2.3397,1.1114,3.2059
1583,2.3224,3.126,1.7259,0.5436,2.7133
1584,2.1026,0.666,2.2299,2.8242,2.2309
1585,1.3195,0.2012,0.4669,3.2327,2.9972
1586,0.7205,2.9013,0.5081,1.8368,0.5286
1587,1.8838,1.8592,3.1745,0.7828,2.2055
1588,1.5245,2.6396,2.7978,2.6339,0.8609
1589,1.2709,2.847,2.1684,2.991,2.4843
1590,0.0451,2.2733,0.5627,0.4929,1.8932
1591,1.7001,0.5562,1.3176,1.9293,1.8369
1592,0.8629,0.9295,2.0522,1.2882,0.6309
1593,1.972,1.7388,2.0345,2.0816,1.6068
1594,2.2147,2.5589,1.0703,1.7245,2.1586
1595,2.378,2.4528,0.7711,2.8716,2.779
1596,1.2136,1.5033,0.2027,2.805,1.7626
1597,0.2735,2.5735,0.7796,0.6524,2.8779
1598,1.1498,1.1451,0.3344,3.1849,1.1847
1599,1.1951,3.1597,3.2215,0.2265,0.3202
1600,0.698,1.6377,1.0032,2.6169,1.1519
1601,3.2333,2.1363,0.0481,1.386,1.616
1602,2.2035,2.491,2.065,1.4619,2.4363
1603,2.4803,2.1181,2.5495,2.9698,2.2343
1604,2.4895,1.8864,2.0625,0.2561,0.1894
1605,0.1991,3.2383,0.2001,3.0361,2.0598
1606,0.0812,2.4485,0.1599,1.6913,0.5289
1607,0.5522,1.3588,1.6618,1.6008,0.0442
1608,1.9489,2.0742,0.3098,2.6183,1.5222
1609,2.4758,0.5727,0.1449,0.926,2.7637
1610,1.4072,2.4823,1.5781,1.3642,0.3139
1611,0.7487,1.3926,1.8798,3.2528,1.3164
1612,2.0231,0.9766,2.7849,1.4221,1.3096
1613,3.1207,3.0252,2.4991,0.9652,0.4247
1614,0.1869,1.3635,2.1092,0.7593,1.966
1615,3.184,0.7886,0.9301,1.677,1.7444
1616,1.2,2.9631,0.1554,0.2298,3.1884
1617,1.0461,0.688,1.133,1.3068,2.3116
1618,1.1925,0.3783,0.2362,0.6776,1.2269
1619,1.661,2.7145,2.8133,0.0651,1.8777
1620,3.1729,2.1123,1.2636,2.5559,1.5172
1621,0.9548,1.0972,0.2545,0.6292,1.4199
1622,2.7984,2.3947,3.2153,0.5856,1.5267
1623,1.0147,2.2265,0.2297,1.5132,2.9626
1624,2.3379,2.7817,0.9091,0.3857,2.7142
1625,2.2174,0.3428,2.7744,0.2734,2.8272
1626,1.5246,1.5061,2.4358,0.4468,1.9389
1627,0.4598,0.1829,1.6512,3.1722,1.5528
1628,0.8306,1.2653,2.1078,2.4252,2.7676
1629,2.904,0.464,0.7193,0.2369,2.9442
1630,1.9063,2.578,3.257,2.9605,0.2913
1631,1.9237,1.183,1.4587,0.6383,2.5529
1632,1.3966,0.6286,1.0776,0.5004,2.8389
1633,2.5875,1.0396,0.4599,2.1304,0.3053
1634,2.1958,1.8808,1.1874,3.1053,1.6006
1635,0.7656,2.0858,1.2802,2.5829,1.5413
1636,2.31,3.0157,0.4865,1.9036,0.6995
1637,0.6413,1.0182,0.8362,2.7137,1.8532
1638,1.7735,0.9015,2.7105,1.0278,2.3417
1639,1.4833,0.5986,0.6078,3.1952,1.9098
1640,0.8931,2.3666,1.8109,3.1657,0.5997
1641,3.1384,0.9588,2.8216,0.9488,1.7806
1642,0.7774,0.9032,2.2827,2.2354,2.9786
1643,2.6979,0.999,2.571,0.9075,1.2826
1644,2.3618,0.4808,3.0186,0.2838,2.2477
1645,2.3072,2.4029,1.5736,2.1851,1.7415
1646,1.7793,1.172,0.7018,1.8131,2.883
1647,0.5716,0.6046,2.0964,1.1479,2.921
1648,1.2262,0.5534,1.5771,2.6344,1.6673
1649,0.6343,1.1038,0.1944,3.0942,0.3422
1650,0.4027,0.9498,2.585,1.8194,0.5773
1651,0.8272,2.868,2.3302,3.1178,2.9619
1652,0.7862,1.1206,2.7866,1.4217,0.6572
1653,0.9698,0.3253,2.6006,3.2279,1.0646
1654,0.9258,1.776,2.7887,2.8763,2.5796
1655,0.0471,1.3895,0.3408,0.086,2.6418
1656,1.905,0.2456,0.6687,0.7943,1.914
1657,1.9579,1.6135,1.8888,0.6025,2.5768
1658,1.1647,0.4102,1.0892,2.7228,1.5282
1659,1.7884,0.384,1.0831,3.0306,2.9082
1660,0.3853,0.1134,0.2268,0.2196,2.9267
1661,2.0688,2.5307,0.2391,0.7995,0.9213
1662,2.3427,1.823,2.5291,1.7324,2.23
1663,1.9782,2.7901,0.6437,2.4308,1.0783
1664,2.7777,2.2055,2.4307,0.2053,1.7497
1665,2.4016,1.3534,1.3757,0.2615,0.3062
1666,1.3454,3.1075,0.1498,2.2848,0.6043
1667,2.5713,2.0652,1.025,2.5585,2.6538
1668,1.6378,2.8838,1.0813,1.8773,1.5462
1669,1.7059,2.1792,1.7996,2.7662,3.0053
1670,1.4095,0.736,2.3706,1.9957,0.7195
1671,1.0411,0.6047,0.7623,0.4728,2.4154
1672,1.9839,2.4914,1.3827,0.413,0.797
1673,0.0033,0.7828,0.4521,0.2641,1.3075
1674,1.921,1.5048,0.1569,0.462,1.1099
1675,1.5802,2.3563,0.6971,1.4702,0.3327
1676,0.651,1.7558,1.2422,1.8221,1.9399
1677,0.9815,0.373,0.5963,0.0023,1.0043
1678,0.0915,1.119,1.7719,3.1399,2.8018
1679,2.1331,2.5676,1.9672,2.1757,3.1391
1680,0.4598,1.8785,0.8312,0.8156,2.3971
1681,0.052,1.5446,0.6399,2.9052,1.0508
1682,1.2374,2.51,0.7642,2.6959,3.0023
1683,3.1394,0.8797,2.7685,0.2577,1.7396
1684,0.2205,1.7573,1.0882,1.6825,0.7577
1685,0.6696,2.4704,0.1125,2.0254,1.4889
1686,1.6144,1.7935,1.7084,0.0879,0.6678
1687,1.9399,1.7251,0.4411,1.2764,3.0954
1688,3.1674,2.1722,0.9919,0.2547,1.7311
1689,3.2096,2.7795,1.1378,1.0656,0.3114
1690,2.7925,0.8518,2.1185,3.1192,0.8431
1691,2.338,2.0257,2.1579,3.0033,1.8979
1692,1.2282,0.5498,0.1598,2.3258,0.2112
1693,2.4463,1.2921,2.123,0.5416,2.2042
1694,1.8635,0.6656,2.6244,2.4637,1.388
1695,3.2722,2.2402,1.6148,3.089,0.1652
1696,0.6622,2.522,0.2178,3.1589,0.1561
1697,0.1861,0.7163,0.0501,0.7395,3.1225
1698,0.0811,1.6077,2.8113,0.5302,1.4121
1699,2.6428,1.4357,0.3695,0.586,2.6727
1700,0.5945,1.126,1.6643,0.1709,2.7486
1701,0.2888,2.926,1.3688,1.8047,3.129
1702,0.4421,0.8707,2.3851,1.4143,1.9277
1703,3.1873,2.5994,1.7349,1.1584,1.3241
1704,3.09,2.2887,2.782,2.7505,3.1572
1705,2.4593,1.3693,2.1691,0.9645,1.6196
1706,0.761,0.1337,1.1078,1.26,1.9974
1707,0.7428,1.9768,0.1685,3.0402,0.8924
1708,2.3371,1.5697,0.5981,3.1634,2.4534
1709,1.3646,0.1032,3.1703,3.2679,1.1506
1710,1.901,0.5324,0.7819,1.9685,0.2055
1711,0.7709,1.756,2.2002,3.0643,0.9332
1712,2.0943,0.6345,0.4456,0.2967,1.9155
1713,0.9056,0.468,0.5431,3.2422,0.2069
1714,1.6678,1.3151,2.7289,2.3789,1.4553
1715,0.8855,0.2249,0.2561,3.1009,2.6844
1716,2.4165,1.2001,1.359,0.8744,2.6572
1717,1.046,1.2797,1.7181,3.0057,1.1247
1718,0.5829,2.1845,0.7616,2.9661,2.8761
1719,1.6434,1.9981,0.9596,0.5212,1.6288
1720,1.5364,2.6673,3.1778,1.4229,0.7512
1721,3.0732,2.7082,0.6428,1.2979,0.4024
1722,3.1505,2.7735,2.4198,1.1173,1.439
1723,2.9984,2.4392,3.0516,2.0089,1.7667
1724,3.0712,0.1619,2.5915,0.1358,0.7842
1725,0.5229,0.7352,0.963,2.5802,0.7195
1726,1.512,2.5299,3.1012,3.2024,0.3446
1727,2.8042,1.9846,0.2953,1.736,2.444
1728,2.3395,2.647,1.0628,2.5962,1.9687
1729,1.6433,1.6819,1.9294,0.3323,2.0664
1730,0.4702,1.0104,1.5624,1.0094,1.0736
1731,0.6411,1.2147,2.8145,2.5472,0.3371
1732,0.9401,2.2925,1.6917,1.6931,2.6875
