,PP01,PS01,RH01,TX01,WD01,WD02,hour,year,dayc
17065,0.0,1016.4,80,18.9,1.6,202.5,1,1986,347
17066,0.0,1016.5,81,17.9,1.4,225.0,2,1986,347
17067,0.0,1016.4,81,17.6,1.0,202.5,3,1986,347
17068,0.0,1016.5,82,17.3,1.1,202.5,4,1986,347
17069,0.0,1016.6,82,17.7,1.0,180.0,5,1986,347
17070,0.0,1016.9,79,17.4,1.1,180.0,6,1986,347
17071,0.0,1017.3,78,17.5,1.0,180.0,7,1986,347
17072,0.0,1017.8,76,17.7,1.6,202.5,8,1986,347
17073,0.0,1018.3,82,18.6,1.3,202.5,9,1986,347
17074,0.0,1018.0,84,19.8,1.8,225.0,10,1986,347
17075,0.0,1016.5,71,22.3,0.4,292.5,11,1986,347
17076,0.0,1015.0,70,23.6,1.3,315.0,12,1986,347
17077,0.0,1014.2,69,23.1,5.7,292.5,13,1986,347
17078,0.0,1013.9,76,21.9,3.8,337.5,14,1986,347
17079,0.0,1014.1,73,21.5,3.5,292.5,15,1986,347
17080,0.0,1014.3,75,20.8,3.2,292.5,16,1986,347
17081,0.0,1014.7,75,20.5,0.9,292.5,17,1986,347
17082,0.0,1014.8,79,19.8,0.3,292.5,18,1986,347
17083,0.0,1015.1,82,19.4,0.4,225.0,19,1986,347
17084,0.0,1015.3,84,19.1,0.7,180.0,20,1986,347
17085,0.0,1015.4,82,19.1,2.0,180.0,21,1986,347
17086,0.0,1015.4,84,18.6,1.0,180.0,22,1986,347
17087,0.0,1015.4,85,18.2,1.7,180.0,23,1986,347
17088,0.0,1015.5,84,17.8,0.8,180.0,0,1986,348
17089,0.0,1015.6,85,17.5,0.9,202.5,1,1986,348
17090,0.0,1015.4,84,17.4,0.6,225.0,2,1986,348
17091,0.0,1015.6,84,17.5,0.5,180.0,3,1986,348
17092,0.0,1015.9,84,17.4,1.6,180.0,4,1986,348
17093,0.0,1016.2,84,17.0,1.4,180.0,5,1986,348
17094,0.0,1016.7,85,16.7,0.3,202.5,6,1986,348
17095,0.0,1017.3,86,16.4,1.4,180.0,7,1986,348
17096,0.0,1017.9,84,16.8,1.0,180.0,8,1986,348
17097,0.0,1018.2,79,18.5,0.9,180.0,9,1986,348
17098,0.0,1017.7,75,20.5,0.5,180.0,10,1986,348
17099,0.0,1016.9,64,22.7,0.4,247.5,11,1986,348
17100,0.0,1016.0,64,23.6,2.6,315.0,12,1986,348
17101,0.0,1015.1,55,24.1,2.1,315.0,13,1986,348
17102,0.0,1014.8,58,24.2,3.0,337.5,14,1986,348
17103,0.0,1015.4,66,23.0,2.6,337.5,15,1986,348
17104,0.0,1016.4,70,21.7,0.6,360.0,16,1986,348
17105,0.0,1017.0,65,20.8,4.2,90.0,17,1986,348
17106,0.0,1017.8,75,20.0,3.3,90.0,18,1986,348
17107,0.0,1018.5,78,19.5,2.6,90.0,19,1986,348
17108,0.0,1018.7,80,19.2,2.9,90.0,20,1986,348
17109,0.0,1019.0,78,19.1,2.7,112.5,21,1986,348
17110,0.0,1019.6,77,19.1,3.0,90.0,22,1986,348
17111,0.0,1019.3,76,19.0,2.5,90.0,23,1986,348
17112,0.0,1019.4,75,19.1,4.3,90.0,0,1986,349
17113,0.0,1019.1,75,19.1,3.8,90.0,1,1986,349
17114,0.0,1019.2,73,19.3,6.1,90.0,2,1986,349
17115,0.0,1019.3,71,19.0,6.2,90.0,3,1986,349
17116,0.0,1019.5,69,18.6,6.8,90.0,4,1986,349
17117,0.0,1019.9,70,18.4,6.0,90.0,5,1986,349
17118,0.0,1020.6,68,18.5,5.5,90.0,6,1986,349
17119,0.0,1021.4,66,18.6,6.0,90.0,7,1986,349
17120,0.0,1022.0,63,18.6,5.0,90.0,8,1986,349
17121,0.0,1022.5,63,19.3,6.2,90.0,9,1986,349
17122,0.0,1022.6,65,19.9,5.2,90.0,10,1986,349
17123,0.0,1022.0,62,20.3,5.4,90.0,11,1986,349
17124,0.0,1020.9,62,20.2,8.1,67.5,12,1986,349
17125,0.0,1020.0,62,20.0,8.5,90.0,13,1986,349
17126,0.0,1019.3,63,20.0,5.9,90.0,14,1986,349
17127,0.0,1019.6,66,19.6,5.3,67.5,15,1986,349
17128,0.0,1020.0,70,19.2,4.9,90.0,16,1986,349
17129,0.0,1020.3,73,18.6,7.4,90.0,17,1986,349
17130,0.0,1020.7,76,18.4,3.3,90.0,18,1986,349
17131,0.0,1020.9,76,18.4,5.9,90.0,19,1986,349
17132,0.0,1021.2,77,18.4,5.2,90.0,20,1986,349
17133,0.0,1021.4,79,18.3,4.5,90.0,21,1986,349
17134,0.0,1021.8,79,18.2,3.8,90.0,22,1986,349
17135,0.0,1021.5,80,18.0,4.4,90.0,23,1986,349
17136,0.0,1021.4,80,18.0,4.5,90.0,0,1986,350
17137,0.0,1021.2,83,17.9,4.7,90.0,1,1986,350
17138,0.0,1021.3,85,17.8,3.6,90.0,2,1986,350
17139,0.0,1021.0,84,17.8,4.1,90.0,3,1986,350
17140,0.0,1021.0,84,17.5,3.7,90.0,4,1986,350
17141,0.0,1021.1,84,17.6,3.6,90.0,5,1986,350
17142,0.0,1021.9,85,17.7,3.0,90.0,6,1986,350
17143,0.0,1022.2,84,17.7,3.8,90.0,7,1986,350
17144,0.0,1022.6,83,18.0,5.4,90.0,8,1986,350
17145,0.0,1022.4,78,18.8,5.9,90.0,9,1986,350
17146,0.0,1021.9,70,20.3,6.7,67.5,10,1986,350
17147,0.0,1021.1,66,21.2,7.8,67.5,11,1986,350
17148,0.0,1019.7,64,22.0,7.2,67.5,12,1986,350
17149,0.0,1018.4,65,21.8,7.0,67.5,13,1986,350
17150,0.0,1017.7,66,21.7,7.7,67.5,14,1986,350
17151,0.0,1017.4,66,21.9,6.5,67.5,15,1986,350
17152,0.0,1017.7,67,21.6,5.3,67.5,16,1986,350
17153,0.0,1018.7,72,20.7,5.7,67.5,17,1986,350
17154,0.0,1019.1,73,20.3,6.1,67.5,18,1986,350
17155,0.0,1019.5,74,20.0,6.0,67.5,19,1986,350
17156,0.0,1019.8,76,19.9,5.7,90.0,20,1986,350
17157,0.0,1019.9,77,19.9,5.0,67.5,21,1986,350
17158,0.0,1019.9,78,19.8,5.1,67.5,22,1986,350
17159,0.0,1019.7,77,20.0,4.9,67.5,23,1986,350
17160,0.0,1019.6,79,19.7,3.8,90.0,0,1986,351
17161,0.0,1019.4,79,19.8,4.1,90.0,1,1986,351
17162,0.0,1019.0,80,19.8,4.8,90.0,2,1986,351
17163,0.0,1018.4,82,19.8,5.2,90.0,3,1986,351
17164,0.0,1018.3,83,19.8,5.8,90.0,4,1986,351
17165,0.0,1018.5,84,19.9,5.4,67.5,5,1986,351
17166,0.0,1019.0,82,20.1,6.2,67.5,6,1986,351
17167,0.0,1019.7,82,20.2,5.1,90.0,7,1986,351
17168,0.0,1020.1,83,20.3,5.6,90.0,8,1986,351
17169,0.0,1020.3,79,21.1,4.6,67.5,9,1986,351
17170,0.0,1020.0,77,21.6,4.7,67.5,10,1986,351
17171,0.0,1019.4,75,21.9,5.8,90.0,11,1986,351
17172,0.0,1018.4,75,22.0,5.2,67.5,12,1986,351
17173,0.0,1017.3,71,22.9,4.6,67.5,13,1986,351
17174,0.0,1016.6,68,24.1,4.7,90.0,14,1986,351
17175,0.0,1016.4,67,24.3,2.8,90.0,15,1986,351
17176,0.0,1016.6,68,23.8,2.6,90.0,16,1986,351
17177,0.0,1017.0,68,23.3,1.5,90.0,17,1986,351
17178,0.0,1017.0,69,22.7,1.7,135.0,18,1986,351
17179,0.0,1017.1,71,22.1,1.4,135.0,19,1986,351
17180,0.0,1017.1,73,21.6,0.6,135.0,20,1986,351
17181,0.0,1017.8,77,20.8,0.0,0.0,21,1986,351
17182,0.0,1017.6,78,20.6,1.0,180.0,22,1986,351
17183,0.0,1017.6,79,20.2,1.4,180.0,23,1986,351
17184,0.0,1017.3,81,19.7,0.4,180.0,0,1986,352
17185,0.0,1016.9,83,19.4,0.4,225.0,1,1986,352
17186,0.0,1016.8,85,19.0,0.5,202.5,2,1986,352
17187,0.0,1017.3,86,18.9,3.3,270.0,3,1986,352
17188,0.0,1017.1,84,19.2,2.5,270.0,4,1986,352
17189,0.0,1016.6,84,19.2,0.4,225.0,5,1986,352
17190,0.0,1017.5,84,18.5,0.7,202.5,6,1986,352
17191,0.0,1018.2,83,18.2,2.0,180.0,7,1986,352
17192,0.0,1019.0,83,18.9,1.1,292.5,8,1986,352
17193,0.0,1019.6,80,20.0,3.5,270.0,9,1986,352
17194,0.0,1019.8,86,18.8,2.3,270.0,10,1986,352
17195,0.2,1019.3,84,19.2,1.8,247.5,11,1986,352
17196,0.2,1018.0,82,19.1,1.6,247.5,12,1986,352
17197,0.0,1017.5,79,19.6,2.2,270.0,13,1986,352
17198,3.5,1017.6,85,19.1,1.2,292.5,14,1986,352
17199,0.5,1017.9,86,18.8,1.4,270.0,15,1986,352
17200,1.0,1018.3,85,18.8,1.6,202.5,16,1986,352
17201,1.5,1019.2,85,18.6,1.6,157.5,17,1986,352
17202,3.5,1019.9,87,17.7,2.1,90.0,18,1986,352
17203,3.0,1020.5,85,16.9,3.8,90.0,19,1986,352
17204,2.0,1021.3,85,16.2,3.8,90.0,20,1986,352
17205,2.0,1022.2,85,15.5,2.6,90.0,21,1986,352
17206,1.0,1022.6,86,15.1,1.7,90.0,22,1986,352
17207,0.5,1022.9,84,14.7,2.5,90.0,23,1986,352
17208,0.0,1022.9,87,14.0,0.3,247.5,0,1986,353
17209,0.0,1022.9,85,13.7,1.3,292.5,1,1986,353
17210,3.0,1023.7,88,13.5,0.5,292.5,2,1986,353
17211,0.5,1023.6,87,13.2,1.4,112.5,3,1986,353
17212,2.0,1023.7,87,12.9,0.6,90.0,4,1986,353
17213,0.0,1024.3,85,12.6,1.2,112.5,5,1986,353
17214,0.5,1025.1,80,12.6,1.8,67.5,6,1986,353
17215,0.0,1025.6,80,12.3,0.9,135.0,7,1986,353
17216,0.0,1026.3,84,12.5,2.7,247.5,8,1986,353
17217,0.0,1026.8,84,12.1,1.8,180.0,9,1986,353
17218,0.0,1026.6,77,12.4,2.2,180.0,10,1986,353
17219,0.0,1026.2,73,12.6,1.3,180.0,11,1986,353
17220,0.0,1025.3,71,12.7,1.2,180.0,12,1986,353
17221,0.0,1024.3,69,12.8,0.6,247.5,13,1986,353
17222,0.0,1024.0,65,13.2,0.9,225.0,14,1986,353
17223,0.0,1024.3,55,14.0,3.3,67.5,15,1986,353
17224,0.0,1025.2,56,13.5,5.2,90.0,16,1986,353
17225,0.0,1025.8,58,13.1,2.7,67.5,17,1986,353
17226,0.0,1026.5,57,12.6,4.2,67.5,18,1986,353
17227,0.0,1027.4,58,12.1,3.5,67.5,19,1986,353
17228,0.0,1027.7,59,11.8,2.9,90.0,20,1986,353
17229,0.0,1027.9,60,11.9,2.5,90.0,21,1986,353
17230,0.0,1027.6,59,11.9,3.3,90.0,22,1986,353
17231,0.0,1027.2,60,11.7,3.5,135.0,23,1986,353
17232,0.0,1027.0,61,11.8,3.0,90.0,0,1986,354
17233,0.0,1027.1,60,11.9,4.4,90.0,1,1986,354
17234,0.0,1026.7,59,11.6,5.9,90.0,2,1986,354
17235,0.0,1026.3,57,11.4,4.9,67.5,3,1986,354
17236,0.0,1026.0,59,11.2,6.1,90.0,4,1986,354
17237,0.0,1026.0,63,11.3,4.2,90.0,5,1986,354
17238,0.0,1026.2,64,11.7,3.3,90.0,6,1986,354
17239,0.0,1026.5,66,11.9,3.8,135.0,7,1986,354
17240,0.0,1026.8,69,11.9,3.9,135.0,8,1986,354
17241,0.0,1026.8,65,12.8,2.6,112.5,9,1986,354
17242,0.0,1026.4,66,13.4,3.7,90.0,10,1986,354
17243,0.0,1025.6,63,13.9,5.5,67.5,11,1986,354
17244,0.0,1024.4,64,14.1,6.0,67.5,12,1986,354
17245,0.0,1023.1,63,14.3,4.2,90.0,13,1986,354
17246,0.0,1022.7,64,14.4,4.4,67.5,14,1986,354
17247,0.0,1022.5,65,14.5,4.8,67.5,15,1986,354
17248,0.0,1023.4,66,14.5,3.1,90.0,16,1986,354
17249,0.0,1023.1,66,14.6,3.7,90.0,17,1986,354
17250,0.0,1023.5,68,14.6,3.4,90.0,18,1986,354
17251,0.0,1023.8,70,14.3,3.5,90.0,19,1986,354
17252,0.0,1024.1,73,14.0,3.7,90.0,20,1986,354
17253,0.0,1024.1,76,13.9,4.2,90.0,21,1986,354
17254,0.0,1024.0,77,14.0,4.3,90.0,22,1986,354
17255,0.0,1023.6,78,14.0,4.3,67.5,23,1986,354
17256,0.0,1023.3,79,14.0,4.2,67.5,0,1986,355
17257,0.0,1023.2,78,14.2,3.6,90.0,1,1986,355
17258,0.0,1023.2,78,14.4,2.1,90.0,2,1986,355
17259,0.0,1023.2,79,14.2,1.0,180.0,3,1986,355
17260,0.0,1023.6,80,13.4,1.5,202.5,4,1986,355
17261,0.0,1023.8,83,12.8,0.1,0.0,5,1986,355
17262,0.0,1024.4,80,13.0,0.8,225.0,6,1986,355
17263,0.0,1024.6,82,12.7,0.9,180.0,7,1986,355
17264,0.0,1025.2,80,13.4,0.2,0.0,8,1986,355
17265,0.0,1025.4,78,14.7,0.1,0.0,9,1986,355
17266,0.0,1025.4,70,17.0,0.9,315.0,10,1986,355
17267,0.0,1024.5,65,18.9,1.5,360.0,11,1986,355
17268,0.0,1023.5,61,19.9,2.6,67.5,12,1986,355
17269,0.0,1022.9,58,19.9,4.3,90.0,13,1986,355
17270,0.0,1022.6,61,19.7,3.7,45.0,14,1986,355
17271,0.0,1022.7,63,19.2,4.3,67.5,15,1986,355
17272,0.0,1023.2,68,18.4,4.2,67.5,16,1986,355
17273,0.0,1024.0,70,17.8,4.0,90.0,17,1986,355
17274,0.0,1024.7,72,17.1,3.0,90.0,18,1986,355
17275,0.0,1025.3,76,16.8,2.5,90.0,19,1986,355
17276,0.0,1025.9,78,16.3,4.0,90.0,20,1986,355
17277,0.0,1026.0,79,16.2,3.1,90.0,21,1986,355
17278,0.0,1026.1,79,16.2,2.0,90.0,22,1986,355
17279,0.0,1026.0,72,16.4,3.7,67.5,23,1986,355
17280,0.0,1026.1,71,16.1,3.2,67.5,0,1986,356
17281,0.0,1026.0,73,15.6,3.2,90.0,1,1986,356
17282,0.0,1025.6,71,15.4,3.0,67.5,2,1986,356
17283,0.0,1025.3,72,14.8,3.8,67.5,3,1986,356
17284,0.0,1025.5,71,14.2,4.9,67.5,4,1986,356
17285,0.0,1026.1,71,13.7,4.5,90.0,5,1986,356
17286,0.0,1026.7,71,13.6,4.6,67.5,6,1986,356
17287,0.0,1027.1,71,13.7,4.5,67.5,7,1986,356
17288,0.0,1027.5,72,13.8,3.0,112.5,8,1986,356
17289,0.0,1027.9,71,14.2,3.2,135.0,9,1986,356
17290,0.0,1027.6,68,14.8,2.8,90.0,10,1986,356
17291,0.0,1027.3,67,15.2,2.9,90.0,11,1986,356
17292,0.0,1026.2,67,15.4,3.4,90.0,12,1986,356
17293,0.0,1025.3,67,15.6,2.6,90.0,13,1986,356
17294,0.0,1024.6,64,15.8,4.0,90.0,14,1986,356
17295,0.0,1024.0,64,16.2,3.9,90.0,15,1986,356
17296,0.0,1023.8,66,16.1,4.9,90.0,16,1986,356
17297,0.0,1023.8,68,15.9,3.7,90.0,17,1986,356
17298,0.0,1024.0,69,15.8,4.0,90.0,18,1986,356
17299,0.0,1024.1,71,15.7,3.6,90.0,19,1986,356
17300,0.0,1024.2,71,15.8,3.5,90.0,20,1986,356
17301,0.0,1024.0,70,15.9,4.4,90.0,21,1986,356
17302,0.0,1023.6,70,15.9,4.1,90.0,22,1986,356
17303,0.0,1023.4,71,16.1,3.8,90.0,23,1986,356
17304,0.0,1023.2,74,15.9,4.3,90.0,0,1986,357
17305,0.0,1022.9,75,16.0,4.3,90.0,1,1986,357
17306,0.0,1022.5,74,16.1,3.2,90.0,2,1986,357
17307,0.0,1021.8,74,16.1,3.8,90.0,3,1986,357
17308,0.0,1021.5,76,15.9,2.9,90.0,4,1986,357
17309,0.0,1021.7,77,16.0,2.0,90.0,5,1986,357
17310,0.0,1022.4,79,15.6,0.7,157.5,6,1986,357
17311,0.0,1022.9,81,14.8,1.3,180.0,7,1986,357
17312,0.0,1023.5,77,14.9,1.7,180.0,8,1986,357
17313,0.0,1023.8,72,16.8,1.0,202.5,9,1986,357
17314,0.0,1023.2,69,19.8,2.4,90.0,10,1986,357
17315,0.0,1022.4,60,21.9,3.9,67.5,11,1986,357
17316,0.0,1021.0,58,22.7,4.2,67.5,12,1986,357
17317,0.0,1019.8,57,22.8,4.6,67.5,13,1986,357
17318,0.0,1019.0,55,23.3,3.3,67.5,14,1986,357
17319,0.0,1018.7,55,23.2,5.1,67.5,15,1986,357
17320,0.0,1018.7,60,22.2,4.0,90.0,16,1986,357
17321,0.0,1019.2,60,21.4,3.3,90.0,17,1986,357
17322,0.0,1019.6,66,20.5,4.1,90.0,18,1986,357
17323,0.0,1020.1,70,19.7,4.1,90.0,19,1986,357
17324,0.0,1020.2,73,19.2,2.9,90.0,20,1986,357
17325,0.0,1020.1,75,18.7,3.1,90.0,21,1986,357
17326,0.0,1020.0,77,18.5,2.2,90.0,22,1986,357
17327,0.0,1019.6,76,18.8,1.9,90.0,23,1986,357
17328,0.0,1019.4,73,19.0,1.1,112.5,0,1986,358
17329,0.0,1019.1,72,19.0,0.4,180.0,1,1986,358
17330,0.0,1018.8,73,18.7,0.3,135.0,2,1986,358
17331,0.0,1018.6,76,18.5,0.2,0.0,3,1986,358
17332,0.0,1018.5,66,19.0,1.5,180.0,4,1986,358
17333,0.0,1018.5,67,19.0,1.1,180.0,5,1986,358
17334,0.0,1019.4,71,18.7,0.5,225.0,6,1986,358
17335,0.0,1020.0,76,18.4,0.6,202.5,7,1986,358
17336,0.0,1020.7,73,18.8,1.0,180.0,8,1986,358
17337,0.0,1021.3,71,20.0,0.3,90.0,9,1986,358
17338,0.0,1020.7,65,21.3,0.4,157.5,10,1986,358
17339,0.0,1019.9,59,23.4,1.1,135.0,11,1986,358
17340,0.0,1018.7,53,24.7,0.7,157.5,12,1986,358
17341,0.0,1017.7,44,25.5,0.6,67.5,13,1986,358
17342,0.0,1017.2,51,25.4,2.4,315.0,14,1986,358
17343,0.0,1017.3,62,23.4,2.5,337.5,15,1986,358
17344,0.0,1017.7,73,22.2,2.7,337.5,16,1986,358
17345,0.0,1018.4,74,21.5,1.3,315.0,17,1986,358
17346,0.0,1019.1,77,20.6,1.0,292.5,18,1986,358
17347,0.0,1019.5,77,20.8,0.3,292.5,19,1986,358
17348,0.0,1019.7,77,20.8,0.3,360.0,20,1986,358
17349,0.0,1019.6,78,20.8,1.0,157.5,21,1986,358
17350,0.0,1019.5,77,20.9,0.4,157.5,22,1986,358
17351,0.0,1019.6,79,20.6,0.8,270.0,23,1986,358
17352,0.3,1019.7,81,20.3,1.0,202.5,0,1986,359
17353,0.5,1019.5,84,20.1,0.3,270.0,1,1986,359
17354,0.0,1019.4,85,19.8,0.5,337.5,2,1986,359
17355,0.0,1019.5,85,19.7,0.4,270.0,3,1986,359
17356,0.1,1019.5,84,19.3,0.3,45.0,4,1986,359
17357,0.5,1019.4,84,19.2,0.8,90.0,5,1986,359
17358,0.0,1020.1,85,19.5,1.1,45.0,6,1986,359
17359,0.0,1021.0,85,19.0,1.6,45.0,7,1986,359
17360,0.0,1021.5,84,18.8,3.4,67.5,8,1986,359
17361,0.0,1022.0,80,19.5,2.1,90.0,9,1986,359
17362,0.0,1022.2,77,20.4,2.1,90.0,10,1986,359
17363,0.0,1021.9,77,21.0,2.6,90.0,11,1986,359
17364,0.0,1021.1,74,20.9,6.4,67.5,12,1986,359
17365,0.0,1020.7,76,19.4,3.8,67.5,13,1986,359
17366,0.0,1020.5,76,18.6,5.6,90.0,14,1986,359
17367,0.0,1020.3,75,18.6,6.4,90.0,15,1986,359
17368,0.0,1020.6,75,18.2,5.9,67.5,16,1986,359
17369,0.0,1021.2,74,18.1,6.7,67.5,17,1986,359
17370,0.0,1022.0,76,17.8,6.4,67.5,18,1986,359
17371,0.0,1022.8,75,17.9,5.6,90.0,19,1986,359
17372,0.0,1023.5,72,17.6,6.6,67.5,20,1986,359
17373,0.0,1023.7,72,17.4,7.6,67.5,21,1986,359
17374,0.0,1023.8,74,17.3,7.0,90.0,22,1986,359
17375,0.0,1023.7,74,17.2,4.7,90.0,23,1986,359
17376,0.0,1023.3,77,16.9,6.6,67.5,0,1986,360
17377,0.0,1023.2,77,16.9,5.3,90.0,1,1986,360
17378,0.0,1022.9,81,16.4,4.4,90.0,2,1986,360
17379,0.0,1022.6,83,16.1,5.3,90.0,3,1986,360
17380,0.0,1022.6,83,15.8,5.7,67.5,4,1986,360
17381,0.0,1023.2,85,16.0,5.4,90.0,5,1986,360
17382,0.0,1023.9,86,16.0,4.1,90.0,6,1986,360
17383,0.0,1024.7,86,16.0,5.4,90.0,7,1986,360
17384,0.2,1025.4,86,16.2,2.7,90.0,8,1986,360
17385,1.5,1025.4,86,16.4,5.4,90.0,9,1986,360
17386,0.5,1025.1,86,16.7,4.8,90.0,10,1986,360
17387,2.0,1025.0,86,16.7,4.4,90.0,11,1986,360
17388,2.5,1024.0,86,16.8,5.0,90.0,12,1986,360
17389,0.5,1022.9,85,16.8,4.7,90.0,13,1986,360
17390,0.5,1022.4,83,17.1,4.9,90.0,14,1986,360
17391,0.3,1021.9,84,17.1,4.6,90.0,15,1986,360
17392,0.5,1021.7,86,17.1,3.7,90.0,16,1986,360
17393,0.0,1022.0,86,17.1,4.5,90.0,17,1986,360
17394,0.0,1022.3,86,17.3,6.2,67.5,18,1986,360
17395,0.0,1022.4,86,17.4,5.9,67.5,19,1986,360
17396,0.0,1022.5,86,17.7,6.9,90.0,20,1986,360
17397,0.0,1022.5,87,17.6,6.0,90.0,21,1986,360
17398,0.0,1022.0,87,17.7,6.3,67.5,22,1986,360
17399,0.0,1021.7,85,17.8,6.3,67.5,23,1986,360
17400,0.0,1021.6,86,17.8,6.1,67.5,0,1986,361
17401,0.0,1020.6,85,17.7,7.1,90.0,1,1986,361
17402,0.0,1020.4,85,17.5,6.4,67.5,2,1986,361
17403,1.5,1020.5,86,17.8,4.2,90.0,3,1986,361
17404,0.2,1020.2,87,17.8,3.9,90.0,4,1986,361
17405,0.3,1020.2,86,17.9,3.0,90.0,5,1986,361
17406,0.2,1021.2,86,18.0,1.5,45.0,6,1986,361
17407,3.3,1022.1,86,18.1,0.2,0.0,7,1986,361
17408,3.0,1023.1,86,18.1,0.5,270.0,8,1986,361
17409,1.5,1023.6,87,18.4,0.8,225.0,9,1986,361
17410,1.5,1023.7,87,17.9,2.2,292.5,10,1986,361
17411,0.0,1023.2,86,17.3,3.6,315.0,11,1986,361
17412,0.5,1022.6,87,17.2,2.2,360.0,12,1986,361
17413,1.0,1022.0,84,16.7,2.1,315.0,13,1986,361
17414,0.0,1021.8,84,16.1,3.1,315.0,14,1986,361
17415,0.0,1021.8,80,15.7,0.5,315.0,15,1986,361
17416,0.5,1022.6,85,15.0,2.4,202.5,16,1986,361
17417,0.0,1023.5,84,14.8,2.3,180.0,17,1986,361
17418,0.0,1024.1,83,14.8,1.3,180.0,18,1986,361
17419,0.0,1024.9,70,15.1,3.1,45.0,19,1986,361
17420,0.0,1025.4,70,14.8,2.4,45.0,20,1986,361
17421,0.0,1026.1,70,14.8,2.5,90.0,21,1986,361
17422,0.0,1026.4,69,14.8,1.9,112.5,22,1986,361
17423,0.0,1026.7,65,14.8,4.8,90.0,23,1986,361
17424,0.0,1026.7,66,14.4,2.7,90.0,0,1986,362
17425,0.0,1026.8,67,13.9,2.7,90.0,1,1986,362
17426,0.0,1026.5,68,13.6,2.1,112.5,2,1986,362
17427,0.0,1026.2,69,13.2,1.7,112.5,3,1986,362
17428,0.0,1026.1,71,12.8,1.2,157.5,4,1986,362
17429,0.0,1026.5,78,12.0,1.1,180.0,5,1986,362
17430,0.0,1027.0,78,11.7,1.2,157.5,6,1986,362
17431,0.0,1027.6,80,11.5,0.4,180.0,7,1986,362
17432,0.0,1028.2,76,12.3,1.1,180.0,8,1986,362
17433,0.0,1028.8,59,14.3,4.0,67.5,9,1986,362
17434,0.0,1028.7,55,15.4,5.2,67.5,10,1986,362
17435,0.0,1028.0,51,15.8,4.6,67.5,11,1986,362
17436,0.0,1027.3,50,15.7,5.5,67.5,12,1986,362
17437,0.0,1026.2,43,16.3,5.9,67.5,13,1986,362
17438,0.0,1025.8,44,15.9,5.2,67.5,14,1986,362
17439,0.0,1025.4,43,15.5,7.5,90.0,15,1986,362
17440,0.0,1025.5,48,14.9,5.7,67.5,16,1986,362
17441,0.0,1025.9,51,14.2,6.5,67.5,17,1986,362
17442,0.0,1026.3,55,13.8,4.4,67.5,18,1986,362
17443,0.0,1026.8,55,13.7,3.4,90.0,19,1986,362
17444,0.0,1026.7,57,13.7,2.0,112.5,20,1986,362
17445,0.0,1026.3,58,13.7,4.0,112.5,21,1986,362
17446,0.0,1026.1,55,13.8,3.9,90.0,22,1986,362
17447,0.0,1025.6,56,13.8,3.8,90.0,23,1986,362
17448,0.0,1024.9,58,13.9,4.6,90.0,0,1986,363
17449,0.0,1024.1,57,13.6,5.6,67.5,1,1986,363
17450,0.0,1023.5,56,13.7,3.9,90.0,2,1986,363
17451,0.0,1023.1,54,14.0,2.6,112.5,3,1986,363
17452,0.0,1022.9,55,14.2,2.8,90.0,4,1986,363
17453,0.0,1022.9,56,14.2,4.1,90.0,5,1986,363
17454,0.0,1023.4,58,14.1,2.9,90.0,6,1986,363
17455,0.0,1023.6,59,14.5,3.3,90.0,7,1986,363
17456,0.0,1023.8,59,14.9,4.1,67.5,8,1986,363
17457,0.0,1023.7,54,15.9,4.5,67.5,9,1986,363
17458,0.0,1023.3,48,17.8,4.7,90.0,10,1986,363
17459,0.0,1022.4,45,18.9,4.6,90.0,11,1986,363
17460,0.0,1021.1,42,20.0,4.1,90.0,12,1986,363
17461,0.0,1020.3,41,20.6,3.9,112.5,13,1986,363
17462,0.0,1019.8,44,20.5,3.3,112.5,14,1986,363
17463,0.0,1019.1,44,20.5,2.8,112.5,15,1986,363
17464,0.0,1019.4,45,20.4,3.4,112.5,16,1986,363
17465,0.0,1019.8,49,18.7,2.4,90.0,17,1986,363
17466,0.0,1020.0,53,17.9,2.9,90.0,18,1986,363
17467,0.0,1020.8,54,17.6,2.5,135.0,19,1986,363
17468,0.0,1020.9,60,16.6,1.7,157.5,20,1986,363
17469,0.0,1021.0,63,15.8,1.5,180.0,21,1986,363
17470,0.0,1020.9,66,15.2,0.6,202.5,22,1986,363
17471,0.0,1020.7,67,14.7,1.9,180.0,23,1986,363
17472,0.0,1020.7,70,14.2,1.8,180.0,0,1986,364
17473,0.0,1020.1,72,13.8,0.6,180.0,1,1986,364
17474,0.0,1019.6,72,13.5,1.5,157.5,2,1986,364
17475,0.0,1019.4,73,13.2,2.1,180.0,3,1986,364
17476,0.0,1019.5,75,12.6,0.3,180.0,4,1986,364
17477,0.0,1019.3,78,12.5,1.2,202.5,5,1986,364
17478,0.0,1020.1,77,12.2,1.8,180.0,6,1986,364
17479,0.0,1020.6,77,12.0,0.5,202.5,7,1986,364
17480,0.0,1021.3,79,12.7,1.1,202.5,8,1986,364
17481,0.0,1021.9,70,14.3,0.4,225.0,9,1986,364
17482,0.0,1021.8,65,16.7,0.4,202.5,10,1986,364
17483,0.0,1021.0,52,19.5,0.3,180.0,11,1986,364
17484,0.0,1019.9,43,21.5,1.2,202.5,12,1986,364
17485,0.0,1018.9,46,22.3,2.7,337.5,13,1986,364
17486,0.0,1018.3,53,21.6,2.7,337.5,14,1986,364
17487,0.0,1018.0,54,21.4,3.2,337.5,15,1986,364
