,F0,F1,F2,F3,F4
11795,7,5,5,7,3
11796,1,3,8,2,8
11797,7,5,0,6,9
11798,0,6,1,2,3
11799,4,4,7,5,3
11800,6,2,7,5,2
11801,6,5,9,8,2
11802,8,9,8,6,0
11803,5,6,3,5,3
11804,6,4,9,8,7
11805,5,0,0,7,8
11806,6,7,0,9,7
11807,4,2,8,3,6
11808,9,2,0,7,8
11809,2,1,1,4,5
11810,7,6,0,7,8
11811,3,5,5,2,5
11812,6,4,1,6,8
11813,6,5,1,9,0
11814,2,3,3,0,0
11815,0,1,3,1,5
11816,4,4,3,0,3
11817,1,3,1,4,4
11818,1,3,8,1,8
11819,8,1,9,7,5
11820,0,1,8,7,9
11821,9,5,9,4,0
11822,8,2,5,3,7
11823,5,3,5,8,9
11824,3,5,8,1,0
11825,9,1,0,4,5
11826,5,9,2,6,7
11827,6,0,7,5,8
11828,6,0,8,6,5
11829,0,9,3,7,5
11830,3,9,1,6,3
11831,9,9,8,1,6
11832,2,3,6,1,6
11833,8,1,4,9,4
11834,3,5,2,7,9
11835,3,5,0,3,1
11836,0,5,0,9,5
11837,6,2,1,5,4
11838,9,8,2,5,0
11839,5,5,9,9,3
11840,4,3,7,5,9
11841,7,2,4,1,7
11842,0,5,3,2,8
11843,0,4,8,3,6
11844,7,2,7,9,7
11845,5,4,1,5,9
11846,5,8,2,1,5
11847,0,0,2,7,1
11848,6,4,4,0,1
11849,4,1,4,3,4
11850,8,9,3,5,8
11851,3,8,7,8,8
11852,3,6,1,8,6
11853,9,1,4,0,6
11854,0,4,7,0,2
11855,8,7,7,3,9
11856,5,7,1,2,5
11857,4,2,1,3,5
11858,1,2,8,8,3
11859,4,7,6,3,6
11860,0,1,1,2,1
11861,4,3,9,2,3
11862,2,8,7,1,0
11863,1,6,5,1,9
11864,7,9,3,3,3
11865,7,1,9,6,6
11866,0,6,5,9,0
11867,1,7,8,5,4
11868,5,1,4,0,9
11869,7,9,6,7,4
11870,3,1,5,1,6
11871,6,4,9,7,8
11872,2,7,2,1,1
11873,2,1,7,9,8
11874,6,1,9,5,1
11875,2,6,4,1,5
11876,0,0,6,2,2
11877,3,4,8,5,0
11878,9,8,6,2,0
11879,3,5,2,8,7
11880,8,2,4,7,8
11881,4,9,2,7,7
11882,0,7,7,8,1
11883,4,9,7,5,9
11884,0,0,1,6,7
11885,8,7,8,8,7
11886,0,0,7,4,7
11887,2,1,7,7,4
11888,1,4,1,3,7
11889,3,8,3,4,9
11890,4,9,1,2,3
11891,9,9,9,1,9
11892,5,9,8,2,1
11893,2,6,4,5,7
11894,3,8,1,1,9
11895,3,2,5,4,8
11896,3,3,8,3,7
11897,5,8,1,1,6
11898,8,4,7,8,8
11899,3,1,1,3,0
11900,5,0,8,2,2
11901,6,7,5,9,8
11902,8,9,9,5,3
11903,3,0,4,0,6
11904,5,4,2,5,6
11905,1,3,9,4,2
11906,9,0,8,4,5
11907,5,5,9,0,2
11908,3,8,2,6,0
11909,4,4,7,9,1
11910,9,2,1,7,9
11911,1,1,9,3,0
11912,9,6,4,6,3
11913,9,4,3,2,4
11914,8,6,3,9,0
11915,2,9,9,1,7
11916,0,3,3,4,6
11917,4,6,4,2,7
11918,6,3,9,1,1
11919,5,7,1,7,0
11920,2,6,2,3,6
11921,9,4,7,9,9
11922,4,6,5,2,6
11923,1,9,0,7,6
11924,8,3,2,9,9
11925,7,0,9,2,6
11926,2,0,8,2,1
11927,0,1,4,2,4
11928,9,4,1,5,5
11929,2,6,9,6,1
11930,5,8,7,7,2
11931,8,5,9,2,8
11932,7,6,9,4,5
11933,7,7,7,5,6
11934,0,4,4,2,0
11935,6,1,9,4,4
11936,2,3,0,1,4
11937,2,0,8,8,6
11938,5,1,0,9,7
11939,3,3,3,7,6
11940,6,3,0,4,9
11941,8,4,5,3,0
11942,0,4,1,3,5
11943,9,4,5,9,1
11944,1,5,2,3,7
11945,3,4,0,6,9
11946,3,8,5,6,1
11947,0,0,3,7,0
11948,5,9,3,8,0
11949,2,2,2,4,2
11950,9,8,3,8,1
11951,2,7,5,9,8
11952,4,3,7,6,8
11953,2,5,8,8,1
11954,0,6,4,8,4
11955,3,9,5,3,7
11956,5,6,7,6,7
11957,5,7,2,7,8
11958,2,6,7,2,6
11959,6,1,0,6,4
11960,5,7,0,3,6
11961,6,9,9,1,7
11962,5,6,3,2,1
11963,9,0,4,6,3
11964,5,3,4,9,4
11965,5,8,0,3,4
11966,8,9,4,2,9
11967,3,6,4,4,2
11968,7,0,8,1,7
11969,6,5,9,1,7
11970,6,9,9,0,9
11971,2,5,6,8,2
11972,5,6,1,6,5
11973,5,1,7,3,2
11974,1,6,6,2,1
11975,6,8,9,7,6
11976,0,0,3,2,6
11977,5,8,6,1,4
11978,0,4,9,7,1
11979,4,5,2,6,3
11980,4,9,8,5,9
11981,6,7,6,7,2
11982,7,3,8,3,3
11983,6,6,1,1,3
11984,7,3,7,3,5
11985,0,0,3,5,9
11986,4,8,8,2,6
11987,4,2,1,0,5
11988,0,1,8,4,3
11989,4,6,4,2,5
11990,1,5,0,0,9
11991,2,8,2,9,0
11992,1,9,8,9,2
11993,1,8,8,4,5
11994,1,9,1,7,8
11995,7,0,1,2,9
11996,8,2,0,7,9
11997,8,0,5,0,1
11998,0,1,0,1,1
11999,1,3,4,2,1
12000,2,7,5,3,4
12001,9,5,9,5,7
12002,2,4,2,4,1
12003,9,5,3,4,0
12004,6,3,0,0,8
12005,4,9,6,5,4
12006,1,1,9,6,1
12007,0,3,9,0,1
12008,5,5,4,7,5
12009,5,0,5,3,6
12010,9,0,1,2,4
12011,2,8,4,9,6
12012,3,4,7,1,9
12013,8,4,8,5,7
12014,5,9,5,6,6
12015,7,6,1,7,0
12016,3,2,2,5,0
12017,6,8,7,6,6
12018,9,1,0,5,4
12019,3,8,0,6,1
12020,6,2,6,5,7
12021,4,0,4,1,0
12022,2,8,4,5,2
12023,7,6,5,6,9
12024,3,8,7,1,9
12025,2,8,7,8,3
12026,6,0,7,5,5
12027,4,8,0,2,0
12028,0,4,7,0,8
12029,5,1,3,4,7
12030,5,8,2,4,9
12031,8,9,5,7,4
12032,9,7,2,7,0
12033,3,9,0,6,2
12034,4,2,6,0,7
12035,6,3,1,2,1
12036,5,2,0,5,4
12037,0,5,0,3,2
12038,2,0,2,0,8
12039,0,1,0,8,9
12040,5,4,2,6,5
12041,3,1,6,4,3
12042,9,9,9,4,3
12043,3,8,9,2,8
12044,0,2,1,3,9
12045,9,9,8,6,5
12046,2,5,4,6,6
12047,8,0,4,5,9
12048,2,1,8,2,9
12049,4,3,6,4,5
12050,0,5,9,6,9
12051,0,7,5,2,7
12052,5,3,4,3,5
12053,3,7,4,8,5
12054,0,7,1,1,7
12055,1,9,9,4,8
12056,9,0,4,3,5
12057,8,9,2,4,3
12058,0,5,7,6,2
12059,0,0,9,3,1
12060,6,5,8,9,5
12061,2,2,2,3,4
12062,8,9,9,1,1
12063,2,0,9,3,3
12064,6,0,0,1,1
12065,1,6,2,7,8
12066,8,4,9,9,9
12067,1,9,2,7,3
12068,4,1,1,6,3
12069,5,1,5,3,2
12070,3,7,0,2,2
12071,5,4,0,8,5
12072,3,1,4,5,7
12073,1,1,7,5,8
12074,5,4,1,2,9
12075,2,5,6,8,6
12076,5,7,5,0,3
12077,5,4,2,0,8
12078,0,9,6,3,9
12079,8,7,3,0,6
12080,6,3,4,3,8
12081,6,4,0,2,7
12082,4,7,5,7,3
12083,1,5,4,3,4
12084,4,3,6,3,5
12085,2,9,3,9,6
12086,8,4,5,0,3
12087,9,9,2,2,7
12088,3,7,7,9,0
12089,1,2,0,2,6
12090,5,1,3,8,2
12091,3,0,3,6,5
12092,0,9,0,9,7
12093,5,9,5,9,9
12094,7,8,2,2,2
12095,8,9,7,1,9
12096,5,1,4,0,6
12097,2,7,1,2,4
12098,7,8,8,2,8
12099,1,7,8,0,7
12100,0,3,2,6,2
12101,1,8,6,5,6
12102,2,7,6,6,8
12103,5,8,3,7,8
12104,8,8,7,6,6
12105,2,9,1,8,3
12106,6,7,3,4,1
12107,8,1,3,7,8
12108,8,7,2,6,6
12109,4,1,2,1,2
12110,8,1,5,0,4
12111,2,1,8,8,6
12112,3,4,0,4,9
12113,0,0,1,0,2
12114,8,0,5,8,9
12115,3,4,5,9,4
12116,2,8,4,0,4
12117,6,1,1,7,2
12118,5,8,3,1,9
12119,2,7,3,9,7
12120,1,6,9,5,9
12121,3,5,6,7,0
12122,8,5,1,6,7
12123,9,4,7,8,9
12124,5,7,2,1,8
12125,1,5,9,8,3
12126,4,0,5,2,0
12127,7,1,7,6,1
12128,2,7,5,1,7
12129,4,5,5,8,6
12130,7,0,7,8,7
12131,1,9,5,9,0
12132,9,6,1,9,5
12133,5,1,4,4,1
12134,0,1,0,3,0
12135,7,8,4,2,2
12136,2,0,6,9,6
12137,9,8,9,4,0
12138,1,3,7,4,6
12139,8,2,6,8,1
12140,7,0,8,0,2
12141,5,5,2,1,5
12142,8,2,3,5,8
12143,6,0,9,8,4
12144,9,4,1,4,8
12145,1,0,9,5,5
12146,3,2,9,4,6
12147,1,6,9,0,4
12148,9,6,2,3,4
12149,5,5,1,8,3
12150,1,8,4,3,9
12151,2,5,4,5,3
12152,6,2,5,5,4
12153,3,3,4,3,4
12154,3,9,9,5,8
12155,0,2,5,2,8
12156,9,3,9,9,1
12157,6,5,2,4,6
12158,9,8,8,1,6
12159,7,1,7,6,5
12160,8,3,4,6,4
12161,3,5,8,2,8
12162,4,4,0,6,1
12163,1,9,0,7,6
12164,9,6,0,1,3
12165,5,3,3,4,6
12166,7,7,2,2,7
12167,3,6,5,2,4
12168,9,8,9,4,8
12169,8,5,1,0,4
12170,7,8,1,4,2
12171,0,5,8,3,3
12172,4,4,8,2,6
12173,4,4,8,8,7
12174,1,3,2,6,4
12175,0,8,3,9,5
12176,4,3,5,2,3
12177,5,9,9,1,4
12178,8,1,1,5,1
12179,6,1,6,1,1
12180,1,2,4,2,3
12181,7,6,6,3,5
12182,5,1,9,5,8
12183,0,3,9,5,1
12184,2,6,2,9,2
12185,3,2,2,4,8
12186,7,9,2,7,6
12187,9,1,1,4,4
12188,7,1,6,4,0
12189,4,8,9,1,4
12190,6,0,3,6,4
12191,3,8,6,0,8
12192,5,5,8,6,3
12193,2,0,2,6,9
12194,9,7,3,9,4
12195,5,4,7,2,2
12196,6,6,4,4,9
12197,7,5,0,3,7
12198,0,6,1,1,4
12199,4,2,6,8,9
12200,2,6,9,8,4
12201,5,5,8,4,5
12202,1,5,8,4,6
12203,6,8,8,9,1
12204,6,1,2,1,6
12205,5,7,2,5,6
12206,7,3,2,4,3
12207,3,7,2,4,3
12208,3,8,4,4,8
12209,0,2,2,0,9
12210,5,4,9,1,1
12211,1,1,8,3,3
12212,8,8,7,0,9
12213,7,7,4,5,3
12214,7,8,3,5,8
12215,2,6,0,9,8
12216,0,5,5,1,7
12217,1,7,9,4,6
12218,3,5,8,0,2
12219,1,3,8,1,7
12220,5,2,2,3,6
12221,1,3,7,8,5
12222,0,1,2,1,1
12223,8,6,2,4,5
12224,2,6,4,0,7
12225,1,2,9,6,0
12226,7,8,6,0,3
12227,2,5,8,8,5
12228,4,0,8,4,5
12229,8,1,6,5,8
12230,0,3,6,4,4
12231,9,0,4,5,5
12232,1,0,9,0,6
12233,8,8,3,6,8
12234,2,1,8,3,8
12235,1,4,6,7,6
12236,7,1,1,2,0
12237,7,4,8,7,2
12238,9,5,2,3,1
12239,8,6,0,4,6
12240,8,4,3,3,1
12241,0,0,2,0,1
12242,1,0,3,9,0
12243,6,1,0,4,1
12244,4,6,9,9,8
12245,9,1,2,5,7
12246,2,9,0,7,8
12247,9,9,0,1,1
12248,2,0,9,6,0
12249,7,3,8,3,9
12250,6,7,6,4,9
12251,1,7,8,3,4
12252,6,4,2,8,9
12253,6,1,4,7,7
12254,4,8,8,4,8
12255,0,0,1,3,0
12256,9,7,6,4,8
12257,0,6,5,7,5
12258,4,9,3,9,1
12259,4,0,2,2,9
12260,5,3,9,7,1
12261,6,4,7,0,1
12262,9,4,5,7,6
12263,0,6,3,5,9
12264,7,5,6,1,8
12265,4,9,6,9,5
12266,6,0,2,8,3
12267,6,9,0,6,5
12268,4,0,9,7,0
12269,5,6,2,6,0
12270,2,9,8,2,8
12271,0,1,0,4,0
12272,7,1,7,5,4
12273,3,6,3,0,8
12274,9,4,0,1,7
12275,9,5,3,6,0
12276,7,3,3,9,0
12277,5,3,7,4,0
12278,6,4,0,1,4
12279,4,1,9,0,6
12280,7,2,9,5,3
12281,4,5,8,1,3
12282,5,3,7,9,2
12283,9,5,3,5,8
12284,4,5,1,1,9
12285,6,5,7,6,4
12286,2,5,5,2,8
12287,3,6,0,9,3
12288,7,6,3,9,7
12289,3,3,2,4,0
12290,2,2,3,4,3
12291,3,6,6,9,1
12292,1,8,2,1,0
12293,0,3,0,2,2
12294,8,6,3,6,5
12295,8,2,9,5,9
12296,1,3,5,7,4
12297,7,3,2,0,4
12298,0,7,3,1,1
12299,1,8,3,7,0
12300,4,6,5,5,2
12301,1,8,9,5,5
12302,2,7,1,1,9
12303,1,8,6,3,1
12304,2,5,0,3,4
12305,0,3,7,0,6
12306,8,6,2,0,6
12307,1,3,4,4,4
12308,9,4,3,4,7
12309,2,2,5,8,6
12310,2,4,6,5,3
12311,3,5,1,3,3
12312,5,4,5,2,6
12313,9,8,3,1,2
12314,7,3,6,0,0
12315,6,0,7,5,7
12316,9,8,7,1,5
12317,5,9,4,6,6
12318,7,4,7,5,0
12319,6,8,6,7,7
12320,0,5,2,5,5
12321,7,6,4,5,8
12322,4,7,4,2,4
12323,1,1,8,3,0
12324,7,4,1,4,9
12325,2,7,8,1,8
12326,3,9,6,3,4
12327,2,4,7,1,6
12328,2,0,5,2,8
12329,1,7,4,3,0
12330,2,9,0,6,9
12331,7,1,7,8,5
12332,7,8,8,5,7
12333,3,1,6,4,1
12334,5,0,6,0,6
12335,8,3,2,6,5
12336,3,0,4,6,7
12337,8,7,1,3,9
12338,5,4,0,6,6
12339,5,7,3,4,0
12340,9,7,1,9,3
12341,2,7,9,8,7
12342,3,8,6,1,6
12343,9,1,2,2,9
12344,7,5,2,7,8
12345,2,8,8,9,1
12346,3,1,0,8,1
12347,0,6,5,0,0
12348,1,7,5,1,5
12349,3,6,4,3,5
12350,3,6,7,1,1
12351,2,4,1,2,1
12352,9,3,8,7,8
12353,1,0,3,5,9
12354,6,2,7,4,0
12355,7,1,8,8,0
12356,1,1,4,0,2
12357,0,1,7,0,6
12358,3,6,8,4,9
12359,8,2,5,5,3
12360,3,5,3,5,0
12361,3,2,2,3,3
12362,0,2,0,0,2
12363,1,2,2,8,8
12364,1,3,4,7,0
12365,1,6,7,1,8
12366,2,3,9,0,4
12367,1,8,9,3,0
12368,5,5,8,5,0
12369,8,5,7,8,8
12370,1,8,7,7,1
12371,5,9,0,9,6
12372,3,0,4,0,4
12373,3,8,4,7,0
12374,5,0,2,3,8
12375,6,5,8,7,3
12376,5,9,3,8,9
12377,1,0,6,4,1
12378,7,3,5,3,2
12379,4,3,8,3,2
12380,4,9,0,5,4
12381,1,7,4,7,9
12382,4,2,7,3,6
12383,4,0,5,1,2
12384,6,6,0,6,1
12385,9,7,6,6,1
12386,3,3,1,7,2
12387,8,8,0,3,4
12388,4,1,6,4,0
12389,3,2,6,3,6
12390,2,0,3,0,7
12391,4,9,0,2,0
12392,8,9,6,7,2
12393,6,7,0,0,1
12394,7,5,9,3,2
12395,5,0,6,8,9
12396,3,5,0,3,3
12397,1,9,9,8,3
12398,5,6,6,5,0
12399,7,1,0,5,2
12400,5,0,0,6,8
12401,6,4,9,3,0
12402,1,4,1,8,0
12403,8,5,1,2,7
12404,9,5,5,7,1
12405,2,6,8,7,1
12406,1,9,8,2,6
12407,1,0,4,5,4
12408,6,4,1,0,6
12409,4,4,7,5,3
12410,8,3,6,9,8
12411,7,2,6,6,5
12412,3,4,9,2,1
12413,5,9,4,0,8
12414,2,9,7,7,5
12415,5,2,8,3,8
12416,6,2,3,0,5
12417,5,6,0,6,8
12418,4,8,8,5,8
12419,6,9,8,8,3
12420,4,2,9,9,9
12421,1,9,7,4,0
12422,3,7,5,8,1
12423,6,3,4,9,7
12424,8,1,3,7,1
12425,0,5,3,8,5
12426,6,1,0,7,4
12427,4,4,4,3,8
12428,6,4,4,2,5
12429,5,7,7,4,4
12430,5,4,7,9,1
12431,3,0,0,4,9
12432,5,3,9,7,8
12433,2,7,4,6,7
12434,5,6,0,3,4
12435,5,7,4,8,0
12436,9,8,6,5,6
12437,8,8,1,9,3
12438,1,8,4,7,2
12439,5,0,1,8,0
12440,0,9,7,5,5
12441,6,9,8,4,7
12442,8,1,4,9,8
12443,3,9,3,4,2
12444,7,6,7,3,0
12445,1,3,3,1,3
12446,1,8,1,9,3
12447,3,4,6,4,5
12448,5,2,2,6,9
12449,7,3,4,9,5
12450,6,3,0,8,9
12451,1,4,2,2,1
12452,2,2,0,8,5
12453,7,7,1,7,5
12454,3,6,4,3,6
12455,4,5,3,7,3
12456,9,3,0,9,9
12457,5,9,6,7,3
12458,9,0,1,7,2
12459,3,4,2,5,0
12460,0,1,1,6,4
12461,5,4,3,1,1
12462,5,8,8,3,0
12463,1,9,4,4,2
12464,2,5,6,3,9
12465,9,1,5,5,1
12466,8,2,4,2,3
12467,6,8,9,2,7
12468,5,6,7,9,9
12469,1,5,6,1,0
12470,4,9,6,2,7
12471,7,2,6,9,1
12472,8,6,8,1,3
12473,0,1,1,9,5
12474,6,9,5,7,1
12475,9,7,7,7,3
12476,6,2,7,8,2
12477,0,0,9,2,9
12478,4,1,2,8,5
12479,6,2,3,7,5
12480,6,9,5,5,8
12481,8,9,8,3,5
12482,0,8,8,0,1
12483,1,6,6,7,0
12484,9,3,8,3,0
12485,5,3,1,0,7
12486,7,1,2,7,9
12487,4,2,2,3,7
12488,5,9,2,1,2
12489,8,6,0,5,3
12490,3,9,3,3,7
12491,6,1,8,4,0
12492,6,2,1,5,2
12493,9,3,6,8,0
12494,0,2,0,9,7
12495,8,6,5,0,6
12496,4,1,4,1,7
12497,9,3,0,2,8
12498,6,2,7,4,2
12499,1,8,0,6,9
12500,5,8,1,1,8
12501,3,8,6,1,2
12502,2,3,0,3,3
12503,1,3,1,7,7
12504,2,1,3,7,4
12505,8,0,2,5,5
12506,6,6,0,3,8
12507,9,0,9,0,9
12508,3,0,8,2,6
12509,4,3,5,6,6
12510,1,2,8,1,8
12511,3,6,3,4,8
12512,1,0,9,5,0
12513,7,8,8,6,2
12514,1,9,7,3,9
12515,8,5,0,9,7
12516,7,9,0,2,4
12517,5,5,7,5,0
12518,8,3,7,9,3
12519,6,2,5,3,2
12520,9,3,0,9,6
12521,3,0,2,2,2
12522,8,5,4,4,5
12523,6,7,3,6,5
12524,0,5,1,1,5
12525,7,6,0,1,4
12526,1,2,2,1,5
12527,8,6,8,1,0
12528,7,3,8,0,3
12529,0,6,4,5,3
12530,1,6,0,6,3
12531,9,0,1,3,9
12532,3,0,0,6,5
12533,4,0,8,9,4
12534,2,4,9,1,6
12535,3,6,8,1,6
12536,0,1,8,2,0
12537,4,2,4,3,7
12538,4,3,9,2,4
12539,6,7,0,7,5
12540,6,9,6,2,9
12541,1,7,8,5,2
12542,1,8,3,2,3
12543,3,9,2,7,4
12544,8,2,6,5,2
12545,7,9,7,8,0
12546,2,4,9,1,4
12547,3,6,8,1,5
12548,5,7,9,8,5
12549,0,2,6,2,5
12550,4,7,2,1,1
12551,6,3,1,3,3
12552,6,7,7,3,9
12553,0,2,6,7,2
12554,5,6,3,6,1
12555,3,0,2,9,9
12556,2,2,6,7,9
12557,1,0,8,5,8
12558,1,9,6,8,9
12559,2,3,6,7,6
12560,7,5,1,4,5
12561,5,8,1,8,9
12562,0,8,2,5,5
12563,5,2,2,1,5
12564,3,8,7,3,6
12565,2,8,7,0,4
12566,7,7,5,6,1
12567,0,4,6,4,0
12568,8,6,2,6,0
12569,8,4,7,7,0
12570,6,0,2,1,1
12571,9,2,9,9,5
12572,7,9,0,4,4
12573,6,2,1,2,2
12574,1,0,8,3,7
12575,4,1,0,1,5
12576,1,0,4,5,4
12577,1,9,2,6,9
12578,7,1,9,8,2
12579,7,1,2,2,6
12580,3,8,5,6,9
12581,6,3,6,9,0
12582,0,4,1,5,3
12583,6,0,0,7,2
12584,3,5,2,5,5
12585,3,1,8,4,2
12586,4,2,9,1,4
12587,2,4,3,4,4
12588,4,2,3,3,1
12589,4,4,3,0,0
12590,5,3,1,0,2
12591,3,6,0,3,8
12592,0,6,6,2,8
12593,6,4,2,2,0
12594,4,2,5,9,6
12595,6,5,3,7,3
12596,8,9,9,0,9
12597,6,5,5,8,6
12598,4,1,6,4,9
12599,1,1,5,9,1
12600,0,1,9,0,9
12601,1,4,9,8,0
12602,9,0,7,3,2
12603,4,1,1,7,6
12604,0,0,2,7,3
12605,4,9,0,6,2
12606,5,4,5,2,5
12607,5,4,3,9,3
12608,8,9,2,8,2
12609,8,5,3,0,2
12610,3,9,7,4,6
12611,0,2,2,8,9
12612,2,2,3,5,6
12613,9,1,6,5,4
12614,6,8,2,6,6
12615,2,3,4,4,1
12616,1,5,1,8,8
12617,7,6,3,2,8
12618,4,2,2,6,9
12619,4,7,4,7,3
12620,6,4,1,6,5
12621,5,4,9,2,8
12622,2,2,5,8,4
12623,9,2,2,5,9
12624,6,8,7,3,6
12625,8,7,0,1,2
12626,7,6,4,0,5
12627,7,2,2,1,5
12628,2,7,9,8,7
12629,3,2,4,0,6
12630,6,2,8,0,4
12631,7,6,5,1,7
12632,4,6,3,5,3
12633,9,0,2,6,9
12634,3,2,7,8,1
12635,4,6,9,8,9
12636,7,9,3,8,5
12637,8,4,3,8,2
12638,1,5,8,7,9
12639,7,2,4,8,4
12640,8,2,9,1,0
12641,5,0,3,1,1
12642,0,9,3,1,8
12643,6,5,0,9,5
12644,2,1,7,6,7
12645,7,1,5,4,1
12646,2,3,1,8,9
12647,8,3,2,7,1
12648,2,1,0,9,1
12649,7,4,6,4,6
12650,4,3,3,7,3
12651,1,7,0,1,7
12652,0,4,2,5,6
12653,8,0,9,0,0
12654,6,4,6,2,7
12655,5,7,6,3,0
12656,3,5,7,3,0
12657,1,4,5,3,5
12658,3,9,7,8,1
12659,8,5,3,0,9
12660,8,6,0,3,0
12661,3,7,5,9,7
12662,8,5,3,0,0
12663,0,5,5,4,0
12664,2,1,3,9,9
12665,8,7,7,1,3
12666,1,0,2,6,1
12667,8,1,8,1,4
12668,2,4,9,3,6
12669,3,7,5,3,3
12670,1,8,1,0,4
12671,6,7,2,9,4
12672,6,4,7,8,4
12673,5,0,3,2,4
12674,8,8,5,2,3
12675,6,0,7,0,5
12676,6,6,4,5,8
12677,3,6,8,3,5
12678,1,7,6,7,7
12679,0,6,4,1,3
12680,0,3,4,5,6
12681,9,6,3,6,7
12682,5,7,2,1,3
12683,0,0,5,9,3
12684,1,0,7,3,7
12685,1,9,6,5,5
12686,2,6,8,8,9
12687,2,7,0,6,8
12688,0,3,9,0,5
12689,5,0,2,2,8
12690,9,4,4,7,9
12691,1,3,9,1,5
12692,5,1,1,8,6
12693,2,1,9,7,4
12694,1,1,1,4,0
12695,7,1,1,9,3
12696,7,7,4,4,9
12697,5,5,5,1,3
12698,2,7,3,3,6
12699,4,7,3,8,9
12700,4,3,6,5,6
12701,4,9,1,3,1
12702,5,9,0,1,6
12703,9,5,9,0,9
12704,0,5,8,8,0
12705,7,8,7,1,6
12706,8,6,5,6,7
12707,1,6,2,9,7
12708,7,5,4,2,4
12709,6,5,9,9,3
12710,4,6,7,3,9
12711,1,1,0,1,0
12712,8,2,1,4,6
12713,3,3,3,0,5
12714,2,1,6,8,7
12715,1,6,7,0,7
12716,9,0,2,4,8
12717,3,9,6,7,7
12718,9,0,7,9,2
12719,6,5,3,9,5
12720,7,9,2,7,9
12721,7,8,0,4,1
12722,1,1,5,8,2
12723,9,8,9,8,1
12724,1,8,3,0,3
12725,5,9,8,6,3
12726,9,8,4,7,8
12727,5,8,4,4,5
12728,1,6,6,5,6
12729,6,1,7,4,3
12730,2,9,2,1,5
12731,5,6,5,2,2
12732,1,3,6,8,9
12733,8,5,2,3,2
12734,6,3,0,2,4
12735,1,4,9,9,1
12736,7,3,7,2,0
12737,5,5,4,8,2
12738,5,5,5,0,9
12739,7,3,2,5,3
12740,1,6,6,0,6
12741,4,7,4,2,7
12742,8,2,0,9,4
12743,0,2,7,7,0
12744,8,7,0,9,9
12745,9,9,1,6,6
12746,9,8,3,6,4
12747,1,8,9,3,1
12748,7,5,9,4,2
12749,4,7,4,7,6
12750,8,7,8,7,1
12751,6,5,8,7,3
12752,8,0,7,9,3
12753,3,5,8,9,8
12754,8,9,9,7,8
12755,7,0,1,2,5
12756,0,2,0,9,1
12757,0,4,3,0,4
12758,5,9,4,1,7
12759,0,9,0,1,3
12760,8,2,3,9,6
12761,6,8,5,8,3
12762,7,7,8,8,7
12763,4,7,8,9,5
12764,4,8,4,5,3
12765,4,3,0,6,7
12766,9,7,4,7,8
12767,4,5,9,9,9
12768,9,8,2,4,4
12769,5,6,5,0,4
12770,3,2,7,0,4
12771,3,1,1,3,6
12772,8,2,3,6,6
12773,1,0,5,8,3
12774,8,6,6,8,5
12775,8,3,1,5,9
12776,7,7,0,4,6
12777,0,3,3,0,5
12778,3,7,8,8,8
12779,3,0,5,7,3
12780,8,4,7,7,0
12781,4,0,1,7,5
12782,6,0,3,5,9
12783,7,6,5,5,2
12784,7,9,9,8,7
12785,2,6,2,3,2
12786,0,1,4,2,0
12787,3,6,5,3,7
12788,9,7,7,8,0
12789,3,1,1,3,6
12790,0,1,4,5,7
12791,4,8,3,9,3
12792,2,2,4,1,8
12793,3,5,3,7,0
12794,4,0,7,8,2
12795,7,8,4,2,7
12796,2,8,6,1,2
12797,9,6,8,0,0
12798,1,7,6,0,2
12799,9,6,9,2,0
12800,0,7,6,4,7
12801,6,3,4,4,0
12802,8,0,5,0,5
12803,6,3,3,8,5
12804,5,9,5,4,4
12805,3,7,2,8,2
12806,6,7,7,2,3
12807,5,0,2,0,9
12808,2,0,2,6,4
12809,8,7,0,9,7
12810,2,8,8,4,1
12811,0,5,1,7,0
12812,0,1,5,3,9
12813,1,7,7,9,1
12814,8,6,7,7,8
12815,3,2,8,1,2
12816,6,3,5,3,9
12817,0,4,0,4,7
12818,3,1,9,1,0
12819,8,0,8,8,5
12820,1,5,7,6,2
12821,9,7,8,1,3
12822,5,6,4,5,6
12823,6,4,4,7,3
12824,7,5,5,4,1
12825,7,1,2,8,9
12826,2,2,1,9,7
12827,6,0,5,1,5
12828,7,4,6,8,0
12829,7,8,1,8,4
12830,6,9,9,8,2
12831,8,7,3,3,8
12832,4,0,2,8,3
12833,0,2,4,4,7
12834,7,0,2,9,3
12835,9,1,5,3,5
12836,8,1,1,0,3
12837,3,0,5,3,7
12838,8,6,5,1,5
12839,5,3,5,2,0
12840,4,6,3,6,3
12841,9,5,5,3,4
12842,6,3,5,0,8
12843,0,0,6,2,4
12844,3,8,4,0,8
12845,8,7,4,7,8
12846,3,3,9,1,3
12847,8,6,1,5,7
12848,9,5,4,3,6
12849,9,3,7,7,4
12850,8,4,2,3,8
12851,7,2,0,9,7
12852,2,3,5,3,7
12853,8,1,3,6,3
12854,7,3,3,7,3
12855,3,7,5,7,4
12856,9,6,5,6,7
12857,5,8,5,3,6
12858,3,6,3,1,2
12859,8,9,0,5,6
12860,1,2,6,7,1
12861,8,6,7,4,5
12862,9,4,1,6,7
12863,2,4,5,7,4
12864,1,9,9,2,9
12865,1,9,2,9,5
12866,4,2,4,9,5
12867,4,8,9,7,4
12868,4,1,1,1,8
12869,8,3,3,3,1
